Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration,leakage,classify_pred,regression_pred
17.1,67,41,33.254,-81.625,3.70626,0.75251,14.46488,37.34245,-0.2874,991.52478,3.92689,0.84108,0,331.18115,0.77351,8.593e-11,1,1,1.0157816254796614e-10
17.1,68,41,33.254,-81.624,3.70191,0.74109,14.47104,37.31443,-0.5388,991.52393,3.92553,0.85506,0,331.47604,0.77519,9.062e-11,1,1,1.0274123218856346e-10
17.1,69,41,33.254,-81.623,3.69861,0.73108,14.47664,37.28834,-0.72373,991.52264,3.92423,0.86719,0,331.41229,0.77908,9.209e-11,1,1,1.0610909373376387e-10
17.1,70,41,33.254,-81.622,3.69591,0.72152,14.48283,37.26052,-0.82983,991.52075,3.92291,0.87877,0,331.31271,0.78622,8.727e-11,1,1,1.0321418719705377e-10
17.1,71,41,33.254,-81.621,3.69394,0.71229,14.48992,37.22995,-0.83549,991.5177,3.92154,0.89001,0,331.29764,0.8109,9.558e-11,1,1,1.0171810616022015e-10
17.1,72,41,33.254,-81.62,3.69373,0.70468,14.49516,37.2048,-0.78951,991.51251,3.92025,0.89952,0,331.3186,0.95736,8.284e-11,1,1,9.376241449920997e-11
17.1,73,41,33.254,-81.619,3.69575,0.69681,14.50049,37.17864,-0.68747,991.50415,3.9189,0.90887,0,331.26031,1.03127,1.007e-10,1,1,1.0301695607672912e-10
17.1,74,41,33.254,-81.618,3.69968,0.68895,14.50485,37.15469,-0.57121,991.4928,3.91755,0.91753,0,331.2739,1.06024,8.097e-11,1,1,9.469455775068525e-11
17.1,75,41,33.254,-81.617,3.70489,0.68143,14.50763,37.13514,-0.47266,991.47925,3.91626,0.92509,0,331.44629,1.0692,8.177e-11,1,1,9.816333856882409e-11
17.1,76,41,33.254,-81.616,3.71367,0.6732,14.51024,37.11433,-0.35493,991.44568,3.91487,0.93241,0,331.80573,1.06574,1.11e-10,1,1,1.0746212253387455e-10
17.1,77,41,33.254,-81.615,3.72329,0.66579,14.51243,37.09413,-0.11357,991.39905,3.9135,0.93922,0,332.06857,1.06701,9.558e-11,1,1,1.0623321666791696e-10
17.1,60,42,33.255,-81.632,3.74038,0.82755,14.42576,37.52739,4.68861,991.52631,3.93621,0.72144,0,330.50443,0.72132,2.011e-12,1,1,3.769387579843908e-11
17.1,61,42,33.255,-81.631,3.72656,0.81588,14.43681,37.48819,3.72505,991.52557,3.93494,0.74009,0,330.14786,0.75718,7.239e-12,1,1,3.918418367554466e-11
17.1,62,42,33.255,-81.63,3.71334,0.80415,14.44519,37.45516,2.91231,991.52478,3.93364,0.75917,0,330.04578,0.77365,1.568e-11,1,1,4.250380603032511e-11
17.1,63,42,33.255,-81.629,3.70128,0.79263,14.45072,37.42886,2.23058,991.52411,3.93231,0.77782,0,330.2204,0.77911,2.453e-11,1,1,4.5308340412830717e-11
17.1,64,42,33.255,-81.628,3.69146,0.7819,14.45964,37.39495,1.75005,991.52338,3.93106,0.79483,0,330.66486,0.77887,3.016e-11,1,1,4.879988080297437e-11
17.1,65,42,33.255,-81.627,3.6829,0.77062,14.46747,37.36272,1.32698,991.52319,3.9297,0.812,0,330.84235,0.7752,5.174e-11,1,1,5.0211418356482795e-11
17.1,66,42,33.255,-81.626,3.67611,0.75993,14.47419,37.33356,0.96054,991.52319,3.92837,0.82788,0,330.96405,0.77396,5.563e-11,1,1,7.036957128114807e-11
17.1,67,42,33.255,-81.625,3.67091,0.74992,14.48002,37.30703,0.63878,991.52301,3.92708,0.8424,0,331.11038,0.77559,5.496e-11,1,1,7.095882215146787e-11
17.1,68,42,33.255,-81.624,3.66709,0.73951,14.48534,37.28081,0.3435,991.52155,3.9257,0.85661,0,331.38797,0.77408,5.241e-11,1,1,7.148567848780374e-11
17.1,69,42,33.255,-81.623,3.66457,0.73047,14.49069,37.25521,0.15756,991.52112,3.92439,0.86897,0,331.36353,0.77348,5.148e-11,1,1,7.117309519522053e-11
17.1,70,42,33.255,-81.622,3.66271,0.7218,14.4964,37.22855,0.01399,991.52069,3.92305,0.88067,0,331.24646,0.7769,6.408e-11,1,1,7.709541338662973e-11
17.1,71,42,33.255,-81.621,3.66153,0.71334,14.50261,37.20026,-0.09697,991.51984,3.92167,0.89186,0,331.12119,0.79451,4.786e-11,1,1,6.975123256758309e-11
17.1,72,42,33.255,-81.62,3.66179,0.70629,14.50826,37.17422,-0.12247,991.52008,3.92037,0.90106,0,331.16583,0.88866,4.598e-11,1,1,6.694120258110559e-11
17.1,73,42,33.255,-81.619,3.6643,0.69888,14.513,37.14921,-0.04547,991.5097,3.919,0.91004,0,331.1673,0.97991,4.772e-11,1,1,6.808734132057737e-11
17.1,74,42,33.255,-81.618,3.66905,0.69165,14.51648,37.1269,0.09958,991.4895,3.91762,0.9184,0,331.26337,1.03993,6.555e-11,1,1,7.891695630313222e-11
17.1,75,42,33.255,-81.617,3.67553,0.68509,14.51861,37.10836,0.27618,991.46173,3.91634,0.92578,0,331.52701,1.05419,5.751e-11,1,1,7.492037545908659e-11
17.1,76,42,33.255,-81.616,3.68779,0.67725,14.51885,37.09204,0.5489,991.40265,3.91491,0.93284,0,332.03125,1.0571,5.577e-11,1,1,7.556946735043368e-11
17.1,77,42,33.255,-81.615,3.70052,0.67036,14.51722,37.07956,0.92236,991.32263,3.91349,0.93962,0,332.37411,1.06214,8.311e-11,1,1,8.864750600245941e-11
17.1,63,43,33.256,-81.629,3.67396,0.781,14.46718,37.38833,2.6686,991.52222,3.93232,0.77956,0,328.94995,0.72512,7.373e-12,1,1,3.766645328973084e-11
17.1,64,43,33.256,-81.628,3.66401,0.7715,14.47422,37.35909,2.14316,991.52148,3.93106,0.79672,0,329.4743,0.75535,6.703e-12,1,1,3.756681077327073e-11
17.1,65,43,33.256,-81.627,3.65567,0.76146,14.48035,37.33094,1.6534,991.52087,3.92969,0.81407,0,329.80392,0.76447,8.982e-12,1,1,3.835418094233489e-11
17.1,66,43,33.256,-81.626,3.64909,0.75181,14.48713,37.30164,1.27201,991.52026,3.92836,0.83003,0,330.05963,0.76436,6.971e-12,1,1,4.1334963229999744e-11
17.1,67,43,33.256,-81.625,3.64405,0.74264,14.49462,37.2712,0.9896,991.51965,3.92709,0.84455,0,330.28793,0.76076,1.702e-11,1,1,4.442943235538621e-11
17.1,68,43,33.256,-81.624,3.64093,0.73311,14.50062,37.24326,0.71578,991.51868,3.9257,0.85891,0,330.49689,0.76105,2.252e-11,1,1,4.805397746387996e-11
17.1,69,43,33.256,-81.623,3.63915,0.72487,14.50623,37.21702,0.54136,991.51855,3.92438,0.87133,0,330.54486,0.76376,2.909e-11,1,1,4.8738707514317525e-11
17.1,70,43,33.256,-81.622,3.63811,0.71708,14.51186,37.1906,0.38799,991.51898,3.92304,0.88303,0,330.54028,0.7694,2.708e-11,1,1,4.9063059170961765e-11
17.1,71,43,33.256,-81.621,3.63781,0.70965,14.5176,37.16343,0.23875,991.52032,3.92165,0.89415,0,330.52478,0.78068,2.842e-11,1,1,4.986774881921008e-11
17.1,72,43,33.256,-81.62,3.63892,0.70383,14.52301,37.13777,0.17582,991.52338,3.92033,0.9032,0,330.58459,0.81115,3.204e-11,1,1,4.868724867712615e-11
17.1,73,43,33.256,-81.619,3.64248,0.69773,14.52611,37.11657,0.17472,991.51227,3.91893,0.91199,0,330.6051,0.89974,3.338e-11,1,1,4.993452873414128e-11
17.1,74,43,33.256,-81.618,3.64835,0.69193,14.52861,37.0964,0.27736,991.48834,3.91753,0.92008,0,330.76648,0.9834,2.681e-11,1,1,4.8911291683495506e-11
17.1,75,43,33.256,-81.617,3.65592,0.6869,14.53166,37.07522,0.49216,991.45508,3.91621,0.92716,0,331.16052,1.02003,2.145e-11,1,1,4.5932785353031136e-11
17.1,76,43,33.256,-81.616,3.67102,0.67983,14.52857,37.06616,0.82105,991.37952,3.91476,0.93409,0,331.62799,1.03198,2.252e-11,1,1,4.717523593988915e-11
17.1,77,43,33.256,-81.615,3.68612,0.67339,14.52369,37.06047,1.23266,991.27661,3.91332,0.94081,0,332.04739,1.04191,2.225e-11,1,1,4.736824821272023e-11
17.1,66,44,33.257,-81.626,3.63454,0.74435,14.49986,37.2686,1.08706,991.51721,3.92817,0.83325,0,329.08749,0.72569,8.043e-12,1,1,3.818098615049337e-11
17.1,67,44,33.257,-81.625,3.63024,0.73617,14.50614,37.24082,0.77133,991.51605,3.92687,0.84779,0,329.35727,0.73572,2.681e-12,1,1,3.744751730927476e-11
17.1,68,44,33.257,-81.624,3.62833,0.72762,14.51141,37.21453,0.45477,991.51526,3.92547,0.86223,0,329.51114,0.73624,4.022e-12,1,1,3.765823763934861e-11
17.1,69,44,33.257,-81.623,3.6278,0.72026,14.51716,37.18805,0.24753,991.5155,3.92415,0.87456,0,329.60022,0.74095,5.63e-12,1,1,3.805403214762748e-11
17.1,70,44,33.257,-81.622,3.6281,0.7134,14.52262,37.16203,0.06448,991.51642,3.92281,0.88612,0,329.70822,0.74877,8.043e-12,1,1,3.859099151348744e-11
17.1,71,44,33.257,-81.621,3.62924,0.70703,14.52752,37.13685,-0.1112,991.51819,3.92141,0.89707,0,329.85623,0.75913,4.826e-12,1,1,3.7813169262435053e-11
17.1,72,44,33.257,-81.62,3.63131,0.70239,14.5327,37.11201,-0.18043,991.52118,3.9201,0.9059,0,329.88574,0.764,1.702e-11,1,1,4.245873097552533e-11
17.1,73,44,33.257,-81.619,3.6357,0.69804,14.53623,37.08979,-0.22977,991.51172,3.9187,0.91453,0,329.91772,0.81908,1.434e-11,1,1,4.171432643751416e-11
17.1,74,44,33.257,-81.618,3.6422,0.69432,14.53924,37.06836,-0.17187,991.49054,3.91729,0.92249,0,330.06165,0.88751,7.641e-12,1,1,4.199149361561183e-11
17.1,75,44,33.257,-81.617,3.65017,0.69144,14.54251,37.04678,0.03177,991.46057,3.91597,0.92941,0,330.36807,0.94168,8.714e-12,1,1,4.034636513772227e-11
17.1,76,44,33.257,-81.616,3.66627,0.68636,14.53918,37.03788,0.34588,991.38025,3.9145,0.93637,0,330.97769,0.96642,1.475e-11,1,1,4.312425416763688e-11
17.1,77,44,33.257,-81.615,3.68347,0.68129,14.53389,37.0328,0.84363,991.26697,3.91306,0.94304,0,331.54675,0.99011,2.145e-11,1,1,4.5634024337104506e-11
17.1,72,45,33.258,-81.62,3.6375,0.70452,14.54117,37.08784,-0.96105,991.51648,3.91974,0.90945,0,329.33582,0.74615,4.022e-12,1,1,3.813863114210392e-11
17.1,73,45,33.258,-81.619,3.64289,0.70224,14.54507,37.06491,-1.05383,991.51025,3.91834,0.91796,0,329.37863,0.77039,1.005e-11,1,1,3.863706576900938e-11
17.1,74,45,33.258,-81.618,3.64979,0.70093,14.54846,37.04287,-1.04248,991.49548,3.91695,0.9258,0,329.60654,0.80557,6.033e-12,1,1,3.808228732360419e-11
17.1,75,45,33.258,-81.617,3.65767,0.70055,14.55151,37.02214,-0.89808,991.47382,3.91563,0.93262,0,329.97266,0.84436,1.609e-12,1,1,3.9578479382740284e-11
17.1,76,45,33.258,-81.616,3.67251,0.69861,14.54972,37.01015,-0.6445,991.40265,3.91418,0.93956,0,330.43137,0.89748,3.217e-12,1,1,3.841951756733408e-11
17.1,77,45,33.258,-81.615,3.69004,0.69593,14.54619,37.00125,-0.09724,991.29797,3.91275,0.94625,0,331.16782,0.93348,4.826e-12,1,1,4.1074227352666526e-11
17.1,73,46,33.259,-81.619,3.65663,0.70823,14.55508,37.03684,-1.69179,991.50885,3.91796,0.92203,0,329.53345,0.7485,1.609e-12,1,1,3.778347079652633e-11
17.1,74,46,33.259,-81.618,3.66379,0.70913,14.55925,37.01345,-1.75655,991.50244,3.91659,0.92968,0,329.70108,0.76513,5.228e-12,1,1,3.776232104790722e-11
17.1,75,46,33.259,-81.617,3.67136,0.71102,14.56287,36.99192,-1.71437,991.49243,3.91528,0.93636,0,329.87805,0.78019,1.287e-11,1,1,4.0555697689015346e-11
17.1,76,46,33.259,-81.616,3.6834,0.7127,14.56291,36.97655,-1.60877,991.44269,3.91387,0.94314,0,330.21173,0.82992,7.641e-12,1,1,4.440323109200506e-11
17.1,77,46,33.259,-81.615,3.69974,0.71338,14.56281,36.96073,-1.11336,991.3656,3.91248,0.94973,0,330.88083,0.87185,2.011e-12,1,1,4.1147057983081936e-11
17.1,76,47,33.26,-81.616,3.69447,0.72448,14.58021,36.93341,-2.05925,991.48163,3.9136,0.94723,0,329.92709,0.77191,5.63e-12,1,1,4.7887388499034955e-11
17.1,77,47,33.26,-81.615,3.70739,0.72811,14.58349,36.91119,-1.74933,991.4375,3.91226,0.95354,0,330.30359,0.80974,5.228e-12,1,1,4.110708995419543e-11
17.1,77,49,33.262,-81.615,3.69738,0.72158,14.63328,36.79329,0.20175,991.49829,3.91229,0.96176,0,328.46024,0.75494,3.217e-12,1,1,4.1553954721607056e-11
